2020-11-23 12:45:31,723 | DEBUG | 66.45
2020-11-23 12:45:31,723 | DEBUG | 64.71
2020-11-23 12:45:31,723 | DEBUG | 48.46
2020-11-23 12:45:31,724 | DEBUG | 48.03
2020-11-23 12:45:31,724 | DEBUG | 36.83
2020-11-23 12:45:31,724 | DEBUG | 34.36
2020-11-23 12:45:31,724 | DEBUG | 33.90
2020-11-23 12:45:31,724 | DEBUG | 32.90
2020-11-23 12:45:31,724 | DEBUG | 31.24
2020-11-23 12:45:31,724 | DEBUG | 30.97
2020-11-23 12:45:31,724 | DEBUG | 30.12
2020-11-23 12:45:31,724 | DEBUG | 27.45
2020-11-23 12:45:31,724 | DEBUG | 27.45
2020-11-23 12:45:31,724 | DEBUG | 26.53
2020-11-23 12:45:31,724 | DEBUG | 26.33
2020-11-23 12:45:31,724 | DEBUG | 18.84
2020-11-23 12:45:31,724 | DEBUG | 18.73
2020-11-23 12:45:31,724 | DEBUG | 17.57
2020-11-23 12:45:31,724 | DEBUG | 16.76
2020-11-23 12:45:31,724 | DEBUG | 16.56
2020-11-23 12:45:31,724 | DEBUG | 15.25
2020-11-23 12:45:31,724 | DEBUG | 14.75
2020-11-23 12:45:31,724 | DEBUG | 14.17
2020-11-23 12:45:31,724 | DEBUG | 13.51
2020-11-23 12:45:31,724 | DEBUG | 11.39
2020-11-23 12:45:31,724 | DEBUG | 10.50
2020-11-23 12:45:31,724 | DEBUG | 9.77
2020-11-23 12:45:31,724 | DEBUG | 9.65
2020-11-23 12:45:31,724 | DEBUG | 9.38
2020-11-23 12:45:31,724 | DEBUG | 9.23
2020-11-23 12:45:31,724 | DEBUG | 9.03
2020-11-23 12:45:31,725 | DEBUG | 8.26
2020-11-23 12:45:31,725 | DEBUG | 6.76
2020-11-23 12:45:31,725 | DEBUG | 5.83
2020-11-23 12:45:31,725 | DEBUG | 4.59
2020-11-23 12:45:31,725 | DEBUG | 4.13
2020-11-23 12:45:31,725 | DEBUG | 4.02
2020-11-23 12:45:31,725 | DEBUG | 3.13
2020-11-23 12:45:31,725 | DEBUG | 2.86
2020-11-23 12:45:31,725 | DEBUG | 1.85
2020-11-23 12:45:31,725 | DEBUG | 1.78
2020-11-23 12:45:31,725 | DEBUG | 1.27
2020-11-23 12:45:31,725 | DEBUG | 1.04
2020-11-23 12:45:31,725 | DEBUG | 0.19
2020-11-23 12:45:31,725 | DEBUG | ---------------------------------------------------------------------------------------------------------------------
2020-11-23 12:45:31,727 | DEBUG | 3805.61
2020-11-23 12:45:31,727 | DEBUG | 461.58
2020-11-23 12:45:31,727 | DEBUG | 393.09
2020-11-23 12:45:31,727 | DEBUG | 324.09
2020-11-23 12:45:31,727 | DEBUG | 284.98
2020-11-23 12:45:31,727 | DEBUG | 229.65
2020-11-23 12:45:31,727 | DEBUG | 177.92
2020-11-23 12:45:31,727 | DEBUG | 158.77
2020-11-23 12:45:31,727 | DEBUG | 135.37
2020-11-23 12:45:31,727 | DEBUG | 109.61
2020-11-23 12:45:31,727 | DEBUG | 109.00
2020-11-23 12:45:31,727 | DEBUG | 92.32
2020-11-23 12:45:31,727 | DEBUG | 89.23
2020-11-23 12:45:31,727 | DEBUG | 81.78
2020-11-23 12:45:31,727 | DEBUG | 78.22
2020-11-23 12:45:31,727 | DEBUG | 75.71
2020-11-23 12:45:31,727 | DEBUG | 69.88
2020-11-23 12:45:31,727 | DEBUG | 67.49
2020-11-23 12:45:31,727 | DEBUG | 65.02
2020-11-23 12:45:31,727 | DEBUG | 59.42
2020-11-23 12:45:31,727 | DEBUG | 59.42
2020-11-23 12:45:31,728 | DEBUG | 56.76
2020-11-23 12:45:31,728 | DEBUG | 42.43
2020-11-23 12:45:31,728 | DEBUG | 40.54
2020-11-23 12:45:31,728 | DEBUG | 40.50
2020-11-23 12:45:31,728 | DEBUG | 39.07
2020-11-23 12:45:31,728 | DEBUG | 37.18
2020-11-23 12:45:31,728 | DEBUG | 36.45
2020-11-23 12:45:31,728 | DEBUG | 33.63
2020-11-23 12:45:31,728 | DEBUG | 29.77
2020-11-23 12:45:31,728 | DEBUG | 26.22
2020-11-23 12:45:31,728 | DEBUG | 25.71
2020-11-23 12:45:31,728 | DEBUG | 24.40
2020-11-23 12:45:31,728 | DEBUG | 21.74
2020-11-23 12:45:31,728 | DEBUG | 21.62
2020-11-23 12:45:31,728 | DEBUG | 21.12
2020-11-23 12:45:31,728 | DEBUG | 21.04
2020-11-23 12:45:31,728 | DEBUG | 18.73
2020-11-23 12:45:31,728 | DEBUG | 16.64
2020-11-23 12:45:31,728 | DEBUG | 15.41
2020-11-23 12:45:31,728 | DEBUG | 13.47
2020-11-23 12:45:31,728 | DEBUG | 12.97
2020-11-23 12:45:31,728 | DEBUG | 9.50
2020-11-23 12:45:31,728 | DEBUG | 9.19
2020-11-23 12:45:31,728 | DEBUG | 7.34
2020-11-23 12:45:31,728 | DEBUG | 6.56
2020-11-23 12:45:31,728 | DEBUG | 4.13
2020-11-23 12:45:31,728 | DEBUG | 3.75
2020-11-23 12:45:31,729 | DEBUG | 2.63
2020-11-23 12:45:31,729 | DEBUG | 2.24
2020-11-23 12:45:31,729 | DEBUG | 0.46
2020-11-23 12:45:31,729 | DEBUG | ----------------------------------------------------------------------------------------------------------------------------
2020-11-23 12:45:31,730 | DEBUG | 1477954.35
2020-11-23 12:45:31,730 | DEBUG | 676587.52
2020-11-23 12:45:31,730 | DEBUG | 403466.62
2020-11-23 12:45:31,730 | DEBUG | 376962.17
2020-11-23 12:45:31,730 | DEBUG | 314161.00
2020-11-23 12:45:31,730 | DEBUG | 294207.53
2020-11-23 12:45:31,730 | DEBUG | 284332.16
2020-11-23 12:45:31,730 | DEBUG | 268431.46
2020-11-23 12:45:31,730 | DEBUG | 251470.26
2020-11-23 12:45:31,730 | DEBUG | 248607.99
2020-11-23 12:45:31,730 | DEBUG | 214044.85
2020-11-23 12:45:31,731 | DEBUG | 212818.49
2020-11-23 12:45:31,731 | DEBUG | 211754.27
2020-11-23 12:45:31,731 | DEBUG | 206232.46
2020-11-23 12:45:31,731 | DEBUG | 198973.83
2020-11-23 12:45:31,731 | DEBUG | 196349.73
2020-11-23 12:45:31,731 | DEBUG | 178711.38
2020-11-23 12:45:31,731 | DEBUG | 178039.85
2020-11-23 12:45:31,731 | DEBUG | 177660.16
2020-11-23 12:45:31,731 | DEBUG | 172119.13
2020-11-23 12:45:31,731 | DEBUG | 148959.36
2020-11-23 12:45:31,731 | DEBUG | 146435.19
2020-11-23 12:45:31,731 | DEBUG | 144669.41
2020-11-23 12:45:31,731 | DEBUG | 143793.47
2020-11-23 12:45:31,731 | DEBUG | 140268.16
2020-11-23 12:45:31,731 | DEBUG | 138887.59
2020-11-23 12:45:31,731 | DEBUG | 134771.37
2020-11-23 12:45:31,731 | DEBUG | 131170.90
2020-11-23 12:45:31,731 | DEBUG | 125919.90
2020-11-23 12:45:31,731 | DEBUG | 122056.90
2020-11-23 12:45:31,731 | DEBUG | 121530.80
2020-11-23 12:45:31,731 | DEBUG | 115883.15
2020-11-23 12:45:31,731 | DEBUG | 111897.67
2020-11-23 12:45:31,731 | DEBUG | 106797.98
2020-11-23 12:45:31,731 | DEBUG | 105828.78
2020-11-23 12:45:31,731 | DEBUG | 102278.94
2020-11-23 12:45:31,731 | DEBUG | 102269.23
2020-11-23 12:45:31,731 | DEBUG | 92789.27
2020-11-23 12:45:31,731 | DEBUG | 79882.85
2020-11-23 12:45:31,731 | DEBUG | 77856.91
2020-11-23 12:45:31,732 | DEBUG | 62258.72
2020-11-23 12:45:31,732 | DEBUG | 25141.65
2020-11-23 12:45:31,732 | DEBUG | 23871.06
2020-11-23 12:45:31,732 | DEBUG | 23187.27
2020-11-23 12:45:31,732 | DEBUG | 20202.08
2020-11-23 12:45:31,732 | DEBUG | 19047.36
2020-11-23 12:45:31,732 | DEBUG | 16634.55
2020-11-23 12:45:31,732 | DEBUG | 12541.66
2020-11-23 12:45:31,732 | DEBUG | 5046.70
2020-11-23 12:45:31,732 | DEBUG | 2677.56
2020-11-23 12:45:31,732 | DEBUG | 158.12
2020-11-23 12:45:31,732 | DEBUG | -------------------------------------------------------------------------------------------------------------
